新疆电信[A],#genre#
且末1,http://222.81.240.54:5555/udp/238.125.7.183:5140
且末2（维语）,http://222.81.240.54:5555/udp/238.125.3.242:5140
且末2（维语）,http://222.81.240.54:5555/udp/238.125.7.184:5140
青海卫视,http://222.81.240.54:5555/udp/238.125.4.39:5140
青河1HD,http://222.81.240.54:5555/udp/238.125.2.162:5140
青河2HD,http://222.81.240.54:5555/udp/238.125.2.161:5140
青河2HD,http://222.81.240.54:5555/udp/238.125.7.226:5140
青河2HD,http://222.81.240.54:5555/udp/238.125.7.227:5140
求索记录,http://222.81.240.54:5555/udp/238.125.2.198:5140
求索记录,http://222.81.240.54:5555/udp/238.125.5.108:5140
全纪实,http://222.81.240.54:5555/udp/238.125.1.30:5140
全纪实,http://222.81.240.54:5555/udp/238.125.4.52:5140
全纪实,http://222.81.240.54:5555/udp/238.125.5.30:5140
若羌电视台1,http://222.81.240.54:5555/udp/238.125.2.140:5140
若羌电视台1,http://222.81.240.54:5555/udp/238.125.7.173:5140
三沙高清,http://222.81.240.54:5555/udp/238.125.5.114:5140
三沙卫视,http://222.81.240.54:5555/udp/238.125.2.206:5140
三沙卫视,http://222.81.240.54:5555/udp/238.125.5.111:5140
沙湾1,http://222.81.240.54:5555/udp/238.125.3.32:5140
山东高清,http://222.81.240.54:5555/udp/238.125.1.11:5140
山东高清,http://222.81.240.54:5555/udp/238.125.5.11:5140
山东教育,http://222.81.240.54:5555/udp/238.125.4.156:5140
山东卫视,http://222.81.240.54:5555/udp/238.125.4.22:5140
山西卫视,http://222.81.240.54:5555/udp/238.125.4.33:5140
陕西高清,http://222.81.240.54:5555/udp/238.125.2.165:5140
陕西高清,http://222.81.240.54:5555/udp/238.125.5.121:5140
陕西卫视,http://222.81.240.54:5555/udp/238.125.4.135:5140
鄯善,http://222.81.240.54:5555/udp/238.125.3.23:5140
鄯善,http://222.81.240.54:5555/udp/238.125.7.23:5140
鄯善维语,http://222.81.240.54:5555/udp/238.125.3.24:5140
鄯善维语,http://222.81.240.54:5555/udp/238.125.7.24:5140
上海纪实HD,http://222.81.240.54:5555/udp/238.125.3.135:5140
上海纪实人文高清,http://222.81.240.54:5555/udp/238.125.5.72:5140
深圳高清,http://222.81.240.54:5555/udp/238.125.1.2:5140
深圳高清,http://222.81.240.54:5555/udp/238.125.5.2:5140
深圳卫视,http://222.81.240.54:5555/udp/238.125.4.42:5140
生活时尚,http://222.81.240.54:5555/udp/238.125.2.204:5140
生活时尚,http://222.81.240.54:5555/udp/238.125.5.113:5140
生态环境,http://222.81.240.54:5555/udp/238.125.2.175:5140
生态环境,http://222.81.240.54:5555/udp/238.125.4.74:5140
十二师1,http://222.81.240.54:5555/udp/238.125.7.114:5140
十二师1HD,http://222.81.240.54:5555/udp/238.125.2.212:5140
石河子8师1,http://222.81.240.54:5555/udp/238.125.3.143:5140
石河子8师2,http://222.81.240.54:5555/udp/238.125.3.144:5140
石河子8师3,http://222.81.240.54:5555/udp/238.125.3.145:5140
石河子8师4,http://222.81.240.54:5555/udp/238.125.3.146:5140
疏附1,http://222.81.240.54:5555/udp/238.125.2.185:5140
疏附1,http://222.81.240.54:5555/udp/238.125.7.216:5140
疏附2,http://222.81.240.54:5555/udp/238.125.2.184:5140
疏附2,http://222.81.240.54:5555/udp/238.125.7.217:5140
疏勒1HD,http://222.81.240.54:5555/udp/238.125.2.215:5140
疏勒1HD,http://222.81.240.54:5555/udp/238.125.7.208:5140
疏勒2HD,http://222.81.240.54:5555/udp/238.125.2.214:5140
疏勒2HD,http://222.81.240.54:5555/udp/238.125.7.209:5140
四川高清,http://222.81.240.54:5555/udp/238.125.1.62:5140
四川高清,http://222.81.240.54:5555/udp/238.125.5.62:5140
四川卫视,http://222.81.240.54:5555/udp/238.125.4.21:5140
四海钓鱼,http://222.81.240.54:5555/udp/238.125.2.172:5140
四海钓鱼,http://222.81.240.54:5555/udp/238.125.4.77:5140
塔城地区1,http://222.81.240.54:5555/udp/238.125.3.29:5140
塔城地区1,http://222.81.240.54:5555/udp/238.125.7.29:5140
塔城地区2,http://222.81.240.54:5555/udp/238.125.3.30:5140
塔城地区2,http://222.81.240.54:5555/udp/238.125.7.30:5140
塔城地区3,http://222.81.240.54:5555/udp/238.125.3.31:5140
塔城地区3,http://222.81.240.54:5555/udp/238.125.7.31:5140
塔城市,http://222.81.240.54:5555/udp/238.125.3.194:5140
塔城市,http://222.81.240.54:5555/udp/238.125.7.159:5140
塔城乌苏,http://222.81.240.54:5555/udp/238.125.2.194:5140
塔里木1HD,http://222.81.240.54:5555/udp/238.125.3.150:5140
塔里木1HD,http://222.81.240.54:5555/udp/238.125.7.120:5140
塔里木2HD,http://222.81.240.54:5555/udp/238.125.3.151:5140
塔里木2HD,http://222.81.240.54:5555/udp/238.125.7.121:5140
塔县1,http://222.81.240.54:5555/udp/238.125.3.252:5140
塔县1,http://222.81.240.54:5555/udp/238.125.7.188:5140
塔县2,http://222.81.240.54:5555/udp/238.125.2.247:5140
塔县2,http://222.81.240.54:5555/udp/238.125.7.195:5140
特克斯1,http://222.81.240.54:5555/udp/238.125.3.10:5140
特克斯1,http://222.81.240.54:5555/udp/238.125.7.199:5140
特克斯2,http://222.81.240.54:5555/udp/238.125.3.9:5140
特克斯2,http://222.81.240.54:5555/udp/238.125.7.198:5140
天津高清,http://222.81.240.54:5555/udp/238.125.1.13:5140
天津高清,http://222.81.240.54:5555/udp/238.125.5.13:5140
天津卫视,http://222.81.240.54:5555/udp/238.125.4.30:5140
天下收藏,http://222.81.240.54:5555/udp/238.125.2.174:5140
天下收藏,http://222.81.240.54:5555/udp/238.125.4.75:5140
天翼4K,http://222.81.240.54:5555/udp/238.125.2.143:5140
天翼4K,http://222.81.240.54:5555/udp/238.125.2.144:5140
天翼4K,http://222.81.240.54:5555/udp/238.125.5.92:5140
天翼4K,http://222.81.240.54:5555/udp/238.125.5.94:5140
图木舒克1HD,http://222.81.240.54:5555/udp/238.125.3.239:5140
图木舒克1HD,http://222.81.240.54:5555/udp/238.125.7.181:5140
图木舒克2HD,http://222.81.240.54:5555/udp/238.125.3.240:5140
图木舒克2HD,http://222.81.240.54:5555/udp/238.125.7.182:5140
吐鲁番2（维语）,http://222.81.240.54:5555/udp/238.125.3.18:5140
吐鲁番2（维语）,http://222.81.240.54:5555/udp/238.125.7.18:5140
吐鲁番2,http://222.81.240.54:5555/udp/238.125.3.20:5140
吐鲁番2,http://222.81.240.54:5555/udp/238.125.7.20:5140
吐鲁番3？,http://222.81.240.54:5555/udp/238.125.3.19:5140
吐鲁番3？,http://222.81.240.54:5555/udp/238.125.7.19:5140
吐鲁番远教HD,http://222.81.240.54:5555/udp/238.125.4.190:5140
吐鲁番综合,http://222.81.240.54:5555/udp/238.125.3.17:5140
吐鲁番综合,http://222.81.240.54:5555/udp/238.125.7.17:5140
托克逊,http://222.81.240.54:5555/udp/238.125.3.25:5140
托克逊,http://222.81.240.54:5555/udp/238.125.7.25:5140
托克逊维语,http://222.81.240.54:5555/udp/238.125.3.26:5140
托克逊维语,http://222.81.240.54:5555/udp/238.125.7.26:5140
托里1,http://222.81.240.54:5555/udp/238.125.2.213:5140
未接收到信号源,http://222.81.240.54:5555/udp/238.125.3.157:5140
未接收到信号源,http://222.81.240.54:5555/udp/238.125.3.167:5140
未接收到信号源,http://222.81.240.54:5555/udp/238.125.3.209:5140
未接收到信号源,http://222.81.240.54:5555/udp/238.125.5.89:5140
尉犁1,http://222.81.240.54:5555/udp/238.125.3.128:5140
尉犁1,http://222.81.240.54:5555/udp/238.125.7.70:5140
温泉县,http://222.81.240.54:5555/udp/238.125.3.148:5140
温宿1,http://222.81.240.54:5555/udp/238.125.3.195:5140
温宿1,http://222.81.240.54:5555/udp/238.125.7.162:5140
温宿2,http://222.81.240.54:5555/udp/238.125.3.196:5140
温宿2,http://222.81.240.54:5555/udp/238.125.7.163:5140
文物宝库,http://222.81.240.54:5555/udp/238.125.2.219:5140
文物宝库,http://222.81.240.54:5555/udp/238.125.4.106:5140
乌鲁木齐1高清,http://222.81.240.54:5555/udp/238.125.2.244:5140
乌鲁木齐1高清,http://222.81.240.54:5555/udp/238.125.7.200:5140
乌鲁木齐2高清,http://222.81.240.54:5555/udp/238.125.2.243:5140
乌鲁木齐2高清,http://222.81.240.54:5555/udp/238.125.7.201:5140
乌鲁木齐3高清,http://222.81.240.54:5555/udp/238.125.2.242:5140
乌鲁木齐3高清,http://222.81.240.54:5555/udp/238.125.7.202:5140
乌鲁木齐4高清,http://222.81.240.54:5555/udp/238.125.2.241:5140
乌鲁木齐4高清,http://222.81.240.54:5555/udp/238.125.7.203:5140
乌鲁木齐妇女儿童,http://222.81.240.54:5555/udp/238.125.2.239:5140
乌鲁木齐妇女儿童,http://222.81.240.54:5555/udp/238.125.7.205:5140
乌恰2,http://222.81.240.54:5555/udp/238.125.2.189:5140
乌什1,http://222.81.240.54:5555/udp/238.125.3.130:5140
乌什1,http://222.81.240.54:5555/udp/238.125.7.130:5140
乌什2,http://222.81.240.54:5555/udp/238.125.3.131:5140
乌什2,http://222.81.240.54:5555/udp/238.125.7.131:5140
五家渠广告HD,http://222.81.240.54:5555/udp/238.125.3.164:5140
五家渠广告HD,http://222.81.240.54:5555/udp/238.125.7.144:5140
五家渠经济生活HD,http://222.81.240.54:5555/udp/238.125.3.166:5140
五家渠经济生活HD,http://222.81.240.54:5555/udp/238.125.7.142:5140
五家渠新闻HD,http://222.81.240.54:5555/udp/238.125.3.165:5140
五家渠新闻HD,http://222.81.240.54:5555/udp/238.125.7.141:5140
武术世界,http://222.81.240.54:5555/udp/238.125.2.220:5140
武术世界,http://222.81.240.54:5555/udp/238.125.4.104:5140
西藏藏语,http://222.81.240.54:5555/udp/238.125.3.94:5140
西藏藏语,http://222.81.240.54:5555/udp/238.125.7.94:5140
西藏影视文化,http://222.81.240.54:5555/udp/238.125.4.43:5140
先锋乒羽,http://222.81.240.54:5555/udp/238.125.2.237:5140
先锋乒羽,http://222.81.240.54:5555/udp/238.125.5.102:5140
新疆教育电视台,http://222.81.240.54:5555/udp/238.125.2.8:5140
新疆教育电视台,http://222.81.240.54:5555/udp/238.125.6.8:5140
新疆卫视,http://222.81.240.54:5555/udp/238.125.7.145:5140
新视觉,http://222.81.240.54:5555/udp/238.125.1.34:5140
新源1,http://222.81.240.54:5555/udp/238.125.3.233:5140
新源1,http://222.81.240.54:5555/udp/238.125.7.179:5140
新源2（哈语）,http://222.81.240.54:5555/udp/238.125.3.232:5140
新源2（哈语）,http://222.81.240.54:5555/udp/238.125.7.178:5140
叶城1,http://222.81.240.54:5555/udp/238.125.2.253:5140
叶城1,http://222.81.240.54:5555/udp/238.125.6.169:5140
叶城2,http://222.81.240.54:5555/udp/238.125.2.252:5140
叶城2,http://222.81.240.54:5555/udp/238.125.6.170:5140
伊犁01HD,http://222.81.240.54:5555/udp/238.125.4.147:5140
伊犁02HD（哈语）,http://222.81.240.54:5555/udp/238.125.4.148:5140
伊犁03HD（维语）,http://222.81.240.54:5555/udp/238.125.4.149:5140
伊犁04HD,http://222.81.240.54:5555/udp/238.125.4.150:5140
伊宁维吾尔,http://222.81.240.54:5555/udp/238.125.3.187:5140
伊宁维吾尔,http://222.81.240.54:5555/udp/238.125.7.158:5140
伊宁县1HD,http://222.81.240.54:5555/udp/238.125.3.228:5140
伊宁县1HD,http://222.81.240.54:5555/udp/238.125.7.174:5140
伊宁县2（维语）HD,http://222.81.240.54:5555/udp/238.125.7.175:5140
伊宁县2HD（维语）,http://222.81.240.54:5555/udp/238.125.3.229:5140
伊宁新闻,http://222.81.240.54:5555/udp/238.125.3.186:5140
伊宁新闻,http://222.81.240.54:5555/udp/238.125.7.157:5140
伊吾1,http://222.81.240.54:5555/udp/238.125.2.246:5140
伊吾1,http://222.81.240.54:5555/udp/238.125.7.196:5140
英吉沙1,http://222.81.240.54:5555/udp/238.125.2.251:5140
英吉沙1,http://222.81.240.54:5555/udp/238.125.7.191:5140
英吉沙2,http://222.81.240.54:5555/udp/238.125.2.250:5140
英吉沙2HD,http://222.81.240.54:5555/udp/238.125.7.192:5140
优购物,http://222.81.240.54:5555/udp/238.125.4.184:5140
优漫卡通,http://222.81.240.54:5555/udp/238.125.4.159:5140
优优宝贝,http://222.81.240.54:5555/udp/238.125.2.177:5140
优优宝贝,http://222.81.240.54:5555/udp/238.125.4.72:5140
游戏风云,http://222.81.240.54:5555/udp/238.125.1.36:5140
游戏风云,http://222.81.240.54:5555/udp/238.125.4.58:5140
游戏风云,http://222.81.240.54:5555/udp/238.125.5.36:5140
于田1,http://222.81.240.54:5555/udp/238.125.2.225:5140
于田1,http://222.81.240.54:5555/udp/238.125.7.128:5140
于田2,http://222.81.240.54:5555/udp/238.125.2.224:5140
于田2,http://222.81.240.54:5555/udp/238.125.7.129:5140
裕民1,http://222.81.240.54:5555/udp/238.125.2.191:5140
岳普湖1,http://222.81.240.54:5555/udp/238.125.2.249:5140
岳普湖1HD,http://222.81.240.54:5555/udp/238.125.7.193:5140
岳普湖2,http://222.81.240.54:5555/udp/238.125.2.248:5140
岳普湖2HD,http://222.81.240.54:5555/udp/238.125.7.194:5140
云南高清,http://222.81.240.54:5555/udp/238.125.2.223:5140
云南高清,http://222.81.240.54:5555/udp/238.125.5.32:5140
云南卫视,http://222.81.240.54:5555/udp/238.125.4.134:5140
泽普1,http://222.81.240.54:5555/udp/238.125.2.229:5140
泽普1,http://222.81.240.54:5555/udp/238.125.7.124:5140
泽普2,http://222.81.240.54:5555/udp/238.125.7.125:5140
泽普4,http://222.81.240.54:5555/udp/238.125.2.228:5140
昭苏1HD,http://222.81.240.54:5555/udp/238.125.3.225:5140
昭苏1HD,http://222.81.240.54:5555/udp/238.125.7.171:5140
昭苏2HD,http://222.81.240.54:5555/udp/238.125.3.226:5140
昭苏2HD,http://222.81.240.54:5555/udp/238.125.7.172:5140
浙江高清,http://222.81.240.54:5555/udp/238.125.1.7:5140
浙江高清,http://222.81.240.54:5555/udp/238.125.5.7:5140
浙江卫视,http://222.81.240.54:5555/udp/238.125.4.18:5140
证券服务,http://222.81.240.54:5555/udp/238.125.2.170:5140
证券服务,http://222.81.240.54:5555/udp/238.125.4.79:5140
中国教育一台HD,http://222.81.240.54:5555/udp/238.125.1.51:5140
中国教育一台HD,http://222.81.240.54:5555/udp/238.125.3.124:5140
中国教育一台HD,http://222.81.240.54:5555/udp/238.125.5.51:5140
中国天气,http://222.81.240.54:5555/udp/238.125.4.81:5140
中华特产,http://222.81.240.54:5555/udp/238.125.2.178:5140
中华特产,http://222.81.240.54:5555/udp/238.125.4.71:5140
重庆高清,http://222.81.240.54:5555/udp/238.125.1.14:5140
重庆高清,http://222.81.240.54:5555/udp/238.125.5.14:5140
重庆卫视,http://222.81.240.54:5555/udp/238.125.4.27:5140
足球,http://222.81.240.54:5555/udp/238.125.2.199:5140




新疆电信[B],#genre#
CCTV1,http://124.88.73.78:8901/udp/238.125.5.1:5140
CCTV1,http://124.88.73.78:8901/udp/238.125.5.96:5140
CCTV2,http://124.88.73.78:8901/udp/238.125.5.20:5140
CCTV3,http://124.88.73.78:8901/udp/238.125.5.21:5140
CCTV4,http://124.88.73.78:8901/udp/238.125.1.67:5140
CCTV4,http://124.88.73.78:8901/udp/238.125.5.67:5140
CCTV5,http://124.88.73.78:8901/udp/238.125.1.22:5140
CCTV5,http://124.88.73.78:8901/udp/238.125.5.22:5140
CCTV5+,http://124.88.73.78:8901/udp/238.125.1.29:5140
CCTV5+,http://124.88.73.78:8901/udp/238.125.5.29:5140
CCTV6,http://124.88.73.78:8901/udp/238.125.1.23:5140
CCTV6,http://124.88.73.78:8901/udp/238.125.5.23:5140
CCTV7,http://124.88.73.78:8901/udp/238.125.1.24:5140
CCTV7,http://124.88.73.78:8901/udp/238.125.5.24:5140
CCTV8,http://124.88.73.78:8901/udp/238.125.1.25:5140
CCTV8,http://124.88.73.78:8901/udp/238.125.5.25:5140
CCTV9,http://124.88.73.78:8901/udp/238.125.1.26:5140
CCTV9,http://124.88.73.78:8901/udp/238.125.4.139:5140
CCTV9,http://124.88.73.78:8901/udp/238.125.5.26:5140
CCTV1,http://124.88.73.78:8901/udp/238.125.1.1:5140
CCTV10,http://124.88.73.78:8901/udp/238.125.1.27:5140
CCTV10,http://124.88.73.78:8901/udp/238.125.5.27:5140
CCTV11,http://124.88.73.78:8901/udp/238.125.4.83:5140
CCTV12,http://124.88.73.78:8901/udp/238.125.1.28:5140
CCTV12,http://124.88.73.78:8901/udp/238.125.5.28:5140
CCTV13,http://124.88.73.78:8901/udp/238.125.2.245:5140
CCTV13,http://124.88.73.78:8901/udp/238.125.5.31:5140
CCTV14,http://124.88.73.78:8901/udp/238.125.1.66:5140
CCTV14,http://124.88.73.78:8901/udp/238.125.5.66:5140
CCTV15,http://124.88.73.78:8901/udp/238.125.3.213:5140
CCTV15,http://124.88.73.78:8901/udp/238.125.4.84:5140
CCTV16,http://124.88.73.78:8901/udp/238.125.2.168:5140
CCTV16,http://124.88.73.78:8901/udp/238.125.2.183:5140
CCTV16,http://124.88.73.78:8901/udp/238.125.5.120:5140
CCTV16,http://124.88.73.78:8901/udp/238.125.5.34:5140
CCTV17,http://124.88.73.78:8901/udp/238.125.3.152:5140
CCTV17,http://124.88.73.78:8901/udp/238.125.3.153:5140
CCTV17,http://124.88.73.78:8901/udp/238.125.4.254:5140
CCTV17,http://124.88.73.78:8901/udp/238.125.5.74:5140
CETV1,http://124.88.73.78:8901/udp/238.125.4.35:5140
CETV2,http://124.88.73.78:8901/udp/238.125.2.234:5140
CETV2,http://124.88.73.78:8901/udp/238.125.4.101:5140
CETV4,http://124.88.73.78:8901/udp/238.125.2.141:5140
CETV4,http://124.88.73.78:8901/udp/238.125.3.92:5140
CETV4,http://124.88.73.78:8901/udp/238.125.4.37:5140
CETV4,http://124.88.73.78:8901/udp/238.125.4.98:5140
CGTN,http://124.88.73.78:8901/udp/238.125.3.102:5140
CGTN,http://124.88.73.78:8901/udp/238.125.3.120:5140
CGTN,http://124.88.73.78:8901/udp/238.125.3.134:5140
CGTN,http://124.88.73.78:8901/udp/238.125.4.5:5140
CGTN,http://124.88.73.78:8901/udp/238.125.6.1:5140
CGTN,http://124.88.73.78:8901/udp/238.125.6.3:5140
CGTNHD,http://124.88.73.78:8901/udp/238.125.5.69:5140
CGTN俄语,http://124.88.73.78:8901/udp/238.125.3.101:5140
CGTN俄语,http://124.88.73.78:8901/udp/238.125.6.2:5140
CGTN法语,http://124.88.73.78:8901/udp/238.125.3.99:5140
CGTN纪录,http://124.88.73.78:8901/udp/238.125.3.119:5140
CGTN西语,http://124.88.73.78:8901/udp/238.125.3.100:5140
CGTN西语,http://124.88.73.78:8901/udp/238.125.6.4:5140
CMMB5,http://124.88.73.78:8901/udp/238.125.4.229:5140
CMMB6,http://124.88.73.78:8901/udp/238.125.4.232:5140
CMMB7,http://124.88.73.78:8901/udp/238.125.4.231:5140
SITV时尚生活2.521,http://124.88.73.78:8901/udp/238.125.4.65:5140
TV1,http://124.88.73.78:8901/udp/238.125.2.211:5140
TV1,http://124.88.73.78:8901/udp/238.125.3.109:5140
TV1,http://124.88.73.78:8901/udp/238.125.3.183:5140
TV1,http://124.88.73.78:8901/udp/238.125.3.184:5140
TV1,http://124.88.73.78:8901/udp/238.125.3.185:5140
TV1,http://124.88.73.78:8901/udp/238.125.7.138:5140
TV1,http://124.88.73.78:8901/udp/238.125.7.154:5140
TV1,http://124.88.73.78:8901/udp/238.125.7.155:5140
TV1,http://124.88.73.78:8901/udp/238.125.7.156:5140
TV1HD,http://124.88.73.78:8901/udp/238.125.3.12:5140
TV1HD,http://124.88.73.78:8901/udp/238.125.3.174:5140
TV1HD,http://124.88.73.78:8901/udp/238.125.3.84:5140
TV1HD,http://124.88.73.78:8901/udp/238.125.7.12:5140
TV1HD,http://124.88.73.78:8901/udp/238.125.7.84:5140
TV2,http://124.88.73.78:8901/udp/238.125.2.210:5140
TV2,http://124.88.73.78:8901/udp/238.125.7.139:5140
TV2HD,http://124.88.73.78:8901/udp/238.125.3.13:5140
TV2HD,http://124.88.73.78:8901/udp/238.125.3.175:5140
TV2HD,http://124.88.73.78:8901/udp/238.125.3.85:5140
TV2HD,http://124.88.73.78:8901/udp/238.125.7.13:5140
TV2HD,http://124.88.73.78:8901/udp/238.125.7.146:5140
TV2HD,http://124.88.73.78:8901/udp/238.125.7.85:5140
TV3,http://124.88.73.78:8901/udp/238.125.3.14:5140
TV3,http://124.88.73.78:8901/udp/238.125.3.176:5140
TV3,http://124.88.73.78:8901/udp/238.125.3.86:5140
TV3,http://124.88.73.78:8901/udp/238.125.7.14:5140
TV3,http://124.88.73.78:8901/udp/238.125.7.147:5140
TV3,http://124.88.73.78:8901/udp/238.125.7.86:5140
TV6,http://124.88.73.78:8901/udp/238.125.3.179:5140
TV6,http://124.88.73.78:8901/udp/238.125.7.150:5140
TV9,http://124.88.73.78:8901/udp/238.125.3.182:5140
XJTV01,http://124.88.73.78:8901/udp/238.125.4.12:5140
XJTV4HD,http://124.88.73.78:8901/udp/238.125.3.177:5140
XJTV4HD,http://124.88.73.78:8901/udp/238.125.7.148:5140
XJTV5HD,http://124.88.73.78:8901/udp/238.125.3.178:5140
XJTV5HD,http://124.88.73.78:8901/udp/238.125.7.149:5140
XJTV7HD,http://124.88.73.78:8901/udp/238.125.3.180:5140
XJTV7HD,http://124.88.73.78:8901/udp/238.125.7.151:5140
XJTV8HD,http://124.88.73.78:8901/udp/238.125.3.181:5140
XJTV8HD,http://124.88.73.78:8901/udp/238.125.7.152:5140
阿合奇1,http://124.88.73.78:8901/udp/238.125.3.189:5140
阿合奇2,http://124.88.73.78:8901/udp/238.125.3.190:5140
阿克苏市1,http://124.88.73.78:8901/udp/238.125.3.222:5140
阿克苏市1,http://124.88.73.78:8901/udp/238.125.7.104:5140
阿克苏市2,http://124.88.73.78:8901/udp/238.125.3.221:5140
阿克苏市2,http://124.88.73.78:8901/udp/238.125.7.102:5140
阿克苏新和1HD,http://124.88.73.78:8901/udp/238.125.2.254:5140
阿克苏新和1HD,http://124.88.73.78:8901/udp/238.125.7.190:5140
阿克苏新和2,http://124.88.73.78:8901/udp/238.125.3.253:5140
阿克苏新和2,http://124.88.73.78:8901/udp/238.125.7.189:5140
阿克陶1,http://124.88.73.78:8901/udp/238.125.3.45:5140
阿克陶1,http://124.88.73.78:8901/udp/238.125.7.45:5140
阿拉尔1,http://124.88.73.78:8901/udp/238.125.3.88:5140
阿拉尔1,http://124.88.73.78:8901/udp/238.125.7.88:5140
阿拉山口,http://124.88.73.78:8901/udp/238.125.3.16:5140
阿拉山口,http://124.88.73.78:8901/udp/238.125.7.16:5140
阿勒泰1720,http://124.88.73.78:8901/udp/238.125.3.54:5140
阿勒泰1720,http://124.88.73.78:8901/udp/238.125.7.54:5140
阿勒泰2,http://124.88.73.78:8901/udp/238.125.2.222:5140
阿勒泰2,http://124.88.73.78:8901/udp/238.125.7.134:5140
阿图什1,http://124.88.73.78:8901/udp/238.125.4.243:5140
阿图什2,http://124.88.73.78:8901/udp/238.125.4.244:5140
阿瓦提综合,http://124.88.73.78:8901/udp/238.125.3.173:5140
阿瓦提综合,http://124.88.73.78:8901/udp/238.125.6.173:5140
安徽高清,http://124.88.73.78:8901/udp/238.125.1.9:5140
安徽高清,http://124.88.73.78:8901/udp/238.125.5.9:5140
安徽人物频道（？）,http://124.88.73.78:8901/udp/238.125.2.197:5140
安徽人物频道HD（？）,http://124.88.73.78:8901/udp/238.125.5.109:5140
安徽卫视,http://124.88.73.78:8901/udp/238.125.4.16:5140
巴楚1,http://124.88.73.78:8901/udp/238.125.3.49:5140
巴楚1,http://124.88.73.78:8901/udp/238.125.7.49:5140
巴楚2,http://124.88.73.78:8901/udp/238.125.3.50:5140
巴州01HD,http://124.88.73.78:8901/udp/238.125.3.38:5140
巴州01HD,http://124.88.73.78:8901/udp/238.125.7.38:5140
巴州02HD,http://124.88.73.78:8901/udp/238.125.3.39:5140
巴州02HD,http://124.88.73.78:8901/udp/238.125.7.39:5140
巴州03HD,http://124.88.73.78:8901/udp/238.125.3.40:5140
巴州03HD,http://124.88.73.78:8901/udp/238.125.7.40:5140
巴州04HD,http://124.88.73.78:8901/udp/238.125.3.43:5140
巴州04HD,http://124.88.73.78:8901/udp/238.125.7.43:5140
百事通4K,http://124.88.73.78:8901/udp/238.125.3.127:5140
百视通,http://124.88.73.78:8901/udp/238.125.2.145:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.251:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.59:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.60:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.61:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.62:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.63:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.64:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.65:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.66:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.67:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.68:5140
百视通,http://124.88.73.78:8901/udp/238.125.3.69:5140
百视通,http://124.88.73.78:8901/udp/238.125.5.47:5140
百视通,http://124.88.73.78:8901/udp/238.125.5.93:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.59:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.60:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.61:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.62:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.63:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.64:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.65:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.66:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.67:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.68:5140
百视通,http://124.88.73.78:8901/udp/238.125.7.69:5140
百视通4K测试,http://124.88.73.78:8901/udp/238.125.2.148:5140
百视通4K测试,http://124.88.73.78:8901/udp/238.125.2.149:5140
百视通4K测试,http://124.88.73.78:8901/udp/238.125.5.76:5140
百姓健康,http://124.88.73.78:8901/udp/238.125.4.76:5140
百姓健康频道,http://124.88.73.78:8901/udp/238.125.2.173:5140
拜城1,http://124.88.73.78:8901/udp/238.125.3.107:5140
拜城1,http://124.88.73.78:8901/udp/238.125.7.107:5140
拜城2（维语）,http://124.88.73.78:8901/udp/238.125.3.108:5140
拜城2（维语）,http://124.88.73.78:8901/udp/238.125.7.108:5140
北京冬奥纪实高清,http://124.88.73.78:8901/udp/238.125.5.70:5140
北京高清,http://124.88.73.78:8901/udp/238.125.1.3:5140
北京高清,http://124.88.73.78:8901/udp/238.125.5.3:5140
北京卡酷HD,http://124.88.73.78:8901/udp/238.125.2.216:5140
北京卫视,http://124.88.73.78:8901/udp/238.125.4.24:5140
北屯1,http://124.88.73.78:8901/udp/238.125.3.55:5140
兵团卫视,http://124.88.73.78:8901/udp/238.125.4.13:5140
博乐TV,http://124.88.73.78:8901/udp/238.125.2.186:5140
布尔津县01HD,http://124.88.73.78:8901/udp/238.125.2.164:5140
布尔津县02HD,http://124.88.73.78:8901/udp/238.125.2.163:5140
布尔津县02HD,http://124.88.73.78:8901/udp/238.125.7.225:5140
财富天下,http://124.88.73.78:8901/udp/238.125.2.205:5140
策勒1汉语,http://124.88.73.78:8901/udp/238.125.3.37:5140
策勒1汉语,http://124.88.73.78:8901/udp/238.125.7.37:5140
策勒2维语,http://124.88.73.78:8901/udp/238.125.3.36:5140
策勒2维语,http://124.88.73.78:8901/udp/238.125.7.36:5140
