四川电信[A],#genre#
金鹰纪实,http://yulang132.cn:4022/udp/239.94.2.223:5140
CETV1,http://yulang132.cn:4022/udp/239.94.2.224:5140
嘉佳卡通,http://yulang132.cn:4022/udp/239.94.2.226:5140
梨园,http://yulang132.cn:4022/udp/239.94.2.227:5140
CETV2,http://yulang132.cn:4022/udp/239.94.2.228:5140
CETV4,http://yulang132.cn:4022/udp/239.94.2.229:5140
卡酷动画,http://yulang132.cn:4022/udp/239.94.2.230:5140
金鹰卡通,http://yulang132.cn:4022/udp/239.94.2.231:5140
优漫卡通,http://yulang132.cn:4022/udp/239.94.2.232:5140
生活时尚,http://yulang132.cn:4022/udp/239.94.2.233:5140
财富天下,http://yulang132.cn:4022/udp/239.94.2.234:5140
游戏风云,http://yulang132.cn:4022/udp/239.94.2.235:5140
东方财经,http://yulang132.cn:4022/udp/239.94.2.236:5140
CGTN西班牙语,http://yulang132.cn:4022/udp/239.94.2.237:5140
CGTN法语,http://yulang132.cn:4022/udp/239.94.2.238:5140
# 更新时间: 2026-01-06 08:01:52
